#stucture Fnat L-RMSD i-RMSD DockQ CAPRIquality DockQquality
allpdb1822_10_104w.pdb 0.680 7.583 2.274 0.51334 Acceptable Medium
allpdb1822_10_19w.pdb 0.600 9.423 2.552 0.43511 Acceptable Acceptable
allpdb1822_10_141w.pdb 0.560 10.484 2.481 0.40807 Acceptable Acceptable
allpdb1822_10_99w.pdb 0.460 12.657 3.607 0.30609 Acceptable Acceptable
allpdb1822_10_59w.pdb 0.580 9.845 2.636 0.41725 Acceptable Acceptable
allpdb1822_10_69w.pdb 0.500 9.761 2.745 0.38708 Acceptable Acceptable
allpdb1822_10_25w.pdb 0.580 9.037 2.367 0.44530 Acceptable Acceptable
allpdb1822_10_4w.pdb 0.680 6.402 1.789 0.57692 Medium Medium
allpdb1822_10_16w.pdb 0.500 9.587 2.680 0.39291 Acceptable Acceptable
allpdb1822_10_81w.pdb 0.560 7.860 2.229 0.47022 Acceptable Acceptable
allpdb1822_10_88w.pdb 0.560 9.359 2.312 0.43608 Acceptable Acceptable
allpdb1822_10_48w.pdb 0.560 8.913 2.621 0.42768 Acceptable Acceptable
allpdb1822_10_93w.pdb 0.600 8.128 2.178 0.48138 Acceptable Acceptable
allpdb1822_10_68w.pdb 0.580 9.580 2.727 0.41760 Acceptable Acceptable
allpdb1822_10_125w.pdb 0.560 8.273 2.283 0.45832 Acceptable Acceptable
allpdb1822_10_36w.pdb 0.620 7.898 2.016 0.50432 Acceptable Medium
allpdb1822_10_73w.pdb 0.580 8.683 2.344 0.45330 Acceptable Acceptable
allpdb1822_10_80w.pdb 0.580 8.512 2.357 0.45588 Acceptable Acceptable
allpdb1822_10_66w.pdb 0.540 10.532 2.826 0.38476 Acceptable Acceptable
allpdb1822_10_33w.pdb 0.580 9.200 2.478 0.43621 Acceptable Acceptable
allpdb1822_10_75w.pdb 0.580 9.097 2.483 0.43780 Acceptable Acceptable
allpdb1822_10_78w.pdb 0.560 7.439 2.295 0.47519 Acceptable Acceptable
